Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (mÂ³),Substance,Release Type,Significant,Year,What Happened,Why It Happened
INC2009-039,Release of Substance,2009-05-07,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.63705,-112.01828,,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,Standards and Procedures
INC2009-041,Release of Substance,2009-05-11,Valleyview,Alberta,NOVA Gas Transmission Ltd.,Closed,54.93272,-117.25214,,Natural Gas - Sweet,Gas,No,2009,Corrosion and Cracking,Maintenance
INC2009-048,Release of Substance,2009-05-27,Wandering River,Alberta,NOVA Gas Transmission Ltd.,Closed,55.67738,-112.18288,,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,Maintenance
INC2009-049,Release of Substance,2009-06-03,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.63705,-112.01829,,Natural Gas - Sweet,Gas,No,2009,Corrosion and Cracking,Standards and Procedures
INC2009-058,"Fire, Release of Substance",2009-07-05,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.728528,-111.6805,17000.0,Natural Gas - Sweet,Gas,No,2009,External Interference,Maintenance
INC2009-063,Release of Substance,2009-07-15,Smokey Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,54.09552,-112.31043,,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,Maintenance
INC2009-065,Fire,2009-07-16,Wainwright,Alberta,NOVA Gas Transmission Ltd.,Closed,52.75424,-110.74467,,Not Applicable,Not Applicable,No,2009,External Interference,Standards and Procedures
INC2009-066,"Fire, Release of Substance",2009-07-20,Hay River,Alberta,NOVA Gas Transmission Ltd.,Closed,58.208389,-118.501722,1450000.0,Natural Gas - Sweet,Gas,Yes,2009,Corrosion and Cracking,"Maintenance, Tools and Equipment"
INC2009-068,Release of Substance,2009-07-21,Crowsnest Pass,Alberta,NOVA Gas Transmission Ltd.,Closed,49.62622,-114.51601,,Natural Gas - Sweet,Gas,No,2009,"Defect and Deterioration, Equipment Failure","Inadequate Supervision, Maintenance, Tools and Equipment"
INC2009-075,Release of Substance,2009-07-31,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,55.12549,-117.83828,40.0,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,Maintenance
INC2009-076,Release of Substance,2009-08-04,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.58571,-116.43392,2.9,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,Maintenance
INC2009-086,Release of Substance,2009-09-02,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.66911,-111.89811,0.5,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,Maintenance
INC2009-087,Release of Substance,2009-09-02,Zama Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,59.05953,-119.89276,10.0,Natural Gas - Sweet,Gas,No,2009,Corrosion and Cracking,Tools and Equipment
INC2009-090,Release of Substance,2009-09-04,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.8308,-118.64572,100.0,Fuel Gas,Gas,No,2009,Equipment Failure,Maintenance
INC2009-102,Release of Substance,2009-09-18,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.36855,-119.92869,,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,Maintenance
INC2009-104,Release of Substance,2009-09-20,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96117,-116.46306,63000.0,Natural Gas - Sweet,Gas,Yes,2009,External Interference,Maintenance
INC2009-118,Release of Substance,2009-10-20,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.66922,-111.89792,,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,Maintenance
INC2009-120,Release of Substance,2009-10-23,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,54.0438,-117.42069,,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,"Engineering and Planning, Maintenance"
INC2009-126,Release of Substance,2009-11-04,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.03467,-117.96587,,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,Maintenance
INC2009-140,Fire,2009-12-16,Drayton Valley,Alberta,NOVA Gas Transmission Ltd.,Closed,53.10063,-115.3622,,Not Applicable,Not Applicable,No,2009,Equipment Failure,Maintenance
INC2009-141,Operation Beyond Design Limits,2009-12-11,Olds,Alberta,NOVA Gas Transmission Ltd.,Closed,51.85163,-114.07574,,Not Applicable,Not Applicable,No,2009,Incorrect Operation,Standards and Procedures
INC2009-144,Operation Beyond Design Limits,2009-12-17,Tieland,Alberta,NOVA Gas Transmission Ltd.,Closed,54.79071,-114.04358,,Not Applicable,Not Applicable,No,2009,Incorrect Operation,Inadequate Supervision
INC2009-145,Release of Substance,2009-12-17,Topland,Alberta,NOVA Gas Transmission Ltd.,Closed,54.54693,-114.79252,,Natural Gas - Sour,Gas,Yes,2009,Equipment Failure,Maintenance
INC2009-147,Operation Beyond Design Limits,2010-01-04,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,58.44704,-119.22409,,Not Applicable,Not Applicable,No,2010,Equipment Failure,Maintenance
INC2010-001,Release of Substance,2010-01-06,Fort St. John,Alberta,NOVA Gas Transmission Ltd.,Closed,56.367553,-119.931713,125000.0,Natural Gas - Sweet,Gas,Yes,2010,Equipment Failure,Maintenance
INC2010-004,Adverse Environmental Effects,2010-01-08,Red Earth Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,56.86338,-114.70979,,Not Applicable,Not Applicable,Yes,2010,Incorrect Operation,Human Factors
INC2010-005,Operation Beyond Design Limits,2010-01-16,High Level,Alberta,NOVA Gas Transmission Ltd.,Closed,57.503,-116.45,,Not Applicable,Not Applicable,No,2010,Equipment Failure,Engineering and Planning
INC2010-012,Release of Substance,2010-01-31,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,55.88802,-112.12314,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-013,Operation Beyond Design Limits,2010-02-01,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,52.09768,-110.69846,,Not Applicable,Not Applicable,No,2010,"External Interference, Incorrect Operation","Engineering and Planning, Failure in communication"
INC2010-016,Release of Substance,2010-02-08,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83034,-118.64722,,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Maintenance
INC2010-021,Release of Substance,2010-02-12,Grovedale,Alberta,NOVA Gas Transmission Ltd.,Closed,54.95425,-119.19227,,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Engineering and Planning
INC2010-032,Release of Substance,2010-03-03,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34669,-116.87305,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-033,Release of Substance,2010-03-12,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,52.75419,-114.11969,,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Maintenance
INC2010-041,Fire,2010-03-27,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19166,-118.1942,,Not Applicable,Not Applicable,No,2010,Defect and Deterioration,Maintenance
INC2010-050,Fire,2010-05-11,Sundre,Alberta,NOVA Gas Transmission Ltd.,Closed,51.943585,-114.736419,,Not Applicable,Not Applicable,No,2010,"Incorrect Operation, Other Causes",Engineering and Planning
INC2010-051,Release of Substance,2010-05-22,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19361,-118.20534,1.0,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-053,Release of Substance,2010-05-27,Brooks,Alberta,NOVA Gas Transmission Ltd.,Closed,50.69805,-111.53063,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,"Engineering and Planning, Maintenance"
INC2010-055,Release of Substance,2010-06-03,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.093481,-116.62138,0.1,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-058,Release of Substance,2010-06-16,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83027,-118.64709,,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Engineering and Planning
INC2010-062,Release of Substance,2010-06-24,Whitecourt,Alberta,NOVA Gas Transmission Ltd.,Closed,54.1326,-115.2362,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-066,Release of Substance,2010-07-08,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.16727,-112.15003,0.5,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Natural or Environmental Forces
INC2010-089,Release of Substance,2010-08-16,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83026,-118.64722,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Engineering and Planning
INC2010-090,Release of Substance,2010-08-18,Beiseker,Alberta,NOVA Gas Transmission Ltd.,Closed,51.32247,-113.38195,,Natural Gas - Sweet,Gas,No,2010,"Defect and Deterioration, External Interference","Inadequate Procurement, Maintenance"
INC2010-096,Release of Substance,2010-09-07,Carstairs,Alberta,NOVA Gas Transmission Ltd.,Closed,51.50897,-113.86985,3.0,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-098,Release of Substance,2010-09-11,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,57.18167,-118.19522,,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Standards and Procedures
INC2010-104,Release of Substance,2010-09-23,Enchant,Alberta,NOVA Gas Transmission Ltd.,Closed,50.04984,-112.53824,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,"Human Factors, Natural or Environmental Forces"
INC2010-105,Release of Substance,2010-09-29,Spirit River,Alberta,NOVA Gas Transmission Ltd.,Closed,55.77705,-119.36823,,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Standards and Procedures
INC2010-111,Release of Substance,2010-10-07,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.0923,-116.62298,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-121,Release of Substance,2010-11-01,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83012222,-118.6471944,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-124,Operation Beyond Design Limits,2010-11-05,Gordondale,Alberta,NOVA Gas Transmission Ltd.,Closed,55.82576,-119.73576,,Not Applicable,Not Applicable,No,2010,External Interference,Engineering and Planning
INC2010-128,Release of Substance,2010-11-17,Grovedale,Alberta,NOVA Gas Transmission Ltd.,Closed,54.67993889,-118.9943333,1.0,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-145,Release of Substance,2010-12-01,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.93893056,-112.0749444,,Natural Gas - Sweet,Gas,No,2010,"Defect and Deterioration, Equipment Failure",Maintenance
INC2010-159,Release of Substance,2010-12-17,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.50731,-116.44281,,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-164,Release of Substance,2010-12-22,Jarvie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.65256,-114.52778,,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2011-011,Release of Substance,2011-01-31,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.57555,-113.87749,,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Maintenance
INC2011-030,Release of Substance,2011-02-20,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,58.44721,-119.22429,,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Engineering and Planning
INC2011-035,Fire,2011-03-02,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,57.25289,-111.05669,,Not Applicable,Not Applicable,No,2011,Incorrect Operation,"Human Factors, Inadequate Supervision"
INC2011-036,Release of Substance,2011-03-02,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,52.36527,-113.08174,,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Maintenance
INC2011-042,Release of Substance,2011-03-13,Rosebud,Alberta,NOVA Gas Transmission Ltd.,Closed,51.18869,-112.93903,,Natural Gas - Sweet,Gas,No,2011,Defect and Deterioration,Maintenance
INC2011-054,Fatality,2011-04-01,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.868241,-118.809763,,Not Applicable,Not Applicable,Yes,2011,Incorrect Operation,Human Factors
INC2011-064,Release of Substance,2011-04-21,Zama Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,59.06394,-118.84693,,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Engineering and Planning
INC2011-073,Release of Substance,2011-05-07,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.60098,-116.46762,10.0,Natural Gas - Sweet,Gas,No,2011,Natural Force Damage,Maintenance
INC2011-085,Release of Substance,2011-05-27,Pincher Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,49.30721,-114.015,2.0,Natural Gas - Sweet,Gas,No,2011,Corrosion and Cracking,Engineering and Planning
INC2011-104,Release of Substance,2011-06-30,Red Deer,Alberta,NOVA Gas Transmission Ltd.,Closed,52.24822,-113.61774,,Natural Gas - Sweet,Gas,No,2011,External Interference,Maintenance
INC2011-105,Fire,2011-07-07,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96088,-116.46033,,Not Applicable,Not Applicable,No,2011,Equipment Failure,Maintenance
INC2011-146,Fire,2011-09-10,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,55.50563,-119.56184,,Not Applicable,Not Applicable,No,2011,Incorrect Operation,Human Factors
INC2011-127,Release of Substance,2011-08-16,Meanook,Alberta,NOVA Gas Transmission Ltd.,Closed,54.46884,-113.21624,,Natural Gas - Sweet,Gas,No,2011,Defect and Deterioration,Maintenance
INC2011-132,Fire,2011-08-22,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,55.12635,-117.83833,,Not Applicable,Not Applicable,No,2011,"External Interference, Incorrect Operation",Maintenance
INC2011-133,Fire,2011-08-23,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19241,-118.19542,,Not Applicable,Not Applicable,No,2011,"Equipment Failure, Incorrect Operation",Engineering and Planning
INC2011-135,Release of Substance,2011-08-31,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83012,-118.64715,,Natural Gas - Sweet,Gas,No,2011,Corrosion and Cracking,Engineering and Planning
INC2011-138,Release of Substance,2011-09-02,Wabasca,Alberta,NOVA Gas Transmission Ltd.,Closed,55.84448,-113.89141,,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Maintenance
INC2011-154,Release of Substance,2011-09-28,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83025,-118.64722,,Natural Gas - Sweet,Gas,No,2011,Defect and Deterioration,Maintenance
INC2011-166,Release of Substance,2011-10-26,Rosemary,Alberta,NOVA Gas Transmission Ltd.,Closed,50.90519,-112.10804,,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Maintenance
INC2011-171,Release of Substance,2011-11-20,Whitecourt,Alberta,NOVA Gas Transmission Ltd.,Closed,54.14314,-115.36091,50.0,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Engineering and Planning
INC2011-172,Release of Substance,2011-11-20,Donnelly,Alberta,NOVA Gas Transmission Ltd.,Closed,55.72877,-117.08296,,Natural Gas - Sweet,Gas,No,2011,Equipment Failure,Maintenance
INC2011-179,Release of Substance,2011-12-06,Amisk,Alberta,NOVA Gas Transmission Ltd.,Closed,52.54673,-111.03052,,Natural Gas - Sweet,Gas,No,2011,Corrosion and Cracking,Maintenance
INC2012-005,Serious Injury (CER or TSB),2012-01-09,Fort Nelson,British Columbia,NOVA Gas Transmission Ltd.,Closed,59.04522,-121.26857,,Not Applicable,Not Applicable,Yes,2012,Incorrect Operation,"Engineering and Planning, Human Factors, Standards and Procedures"
INC2012-010,Release of Substance,2012-01-18,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19155,-118.19433,,Natural Gas - Sweet,Gas,No,2012,Equipment Failure,Maintenance
INC2012-011,Fire,2012-01-20,Prespatou,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36771,-119.75255,,Not Applicable,Not Applicable,No,2012,Incorrect Operation,Standards and Procedures
INC2012-013,Fire,2012-01-19,Assumption,Alberta,NOVA Gas Transmission Ltd.,Closed,57.37269,-119.13156,,Not Applicable,Not Applicable,No,2012,External Interference,Maintenance
INC2012-015,Fire,2012-01-21,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.38062,-119.18572,,Not Applicable,Not Applicable,No,2012,Incorrect Operation,Inadequate Supervision
INC2012-017,"Fire, Release of Substance",2012-01-25,Fort Nelson,British Columbia,NOVA Gas Transmission Ltd.,Closed,59.20208,-121.62187,0.001,Propane,Gas,No,2012,Incorrect Operation,Maintenance
INC2012-018,Fire,2012-01-25,Cheecham,Alberta,NOVA Gas Transmission Ltd.,Closed,56.19745,-110.86556,,Not Applicable,Not Applicable,No,2012,External Interference,Maintenance
INC2012-020,Serious Injury (CER or TSB),2012-01-27,Cheecham,Alberta,NOVA Gas Transmission Ltd.,Closed,56.25495,-110.89551,,Not Applicable,Not Applicable,Yes,2012,Incorrect Operation,Inadequate Supervision
INC2012-022,"Fire, Release of Substance",2012-02-03,Cheecham,Alberta,NOVA Gas Transmission Ltd.,Closed,56.18776,-110.86149,,Mixed HVP Hydrocarbons,Gas,No,2012,External Interference,Standards and Procedures
INC2012-038,Release of Substance,2012-02-29,Athabasca,Alberta,NOVA Gas Transmission Ltd.,Closed,54.64742,-112.80015,65.0,Natural Gas - Sweet,Gas,No,2012,Equipment Failure,Maintenance
INC2012-041,Release of Substance,2012-03-02,Spirit River,Alberta,NOVA Gas Transmission Ltd.,Closed,55.7578,-118.30145,,Natural Gas - Sweet,Gas,No,2012,Corrosion and Cracking,Standards and Procedures
INC2012-048,Release of Substance,2012-03-29,Whitburn,Alberta,NOVA Gas Transmission Ltd.,Closed,55.81522,-119.36594,,Natural Gas - Sweet,Gas,No,2012,Incorrect Operation,Inadequate Supervision
INC2012-059,Release of Substance,2012-05-08,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.830521,-118.647866,,Natural Gas - Sweet,Gas,No,2012,Corrosion and Cracking,Maintenance
INC2012-061,Release of Substance,2012-05-09,Valleyview,Alberta,NOVA Gas Transmission Ltd.,Closed,55.16008,-117.8411,,Natural Gas - Sweet,Gas,No,2012,Equipment Failure,Maintenance
INC2012-064,Release of Substance,2012-05-15,Medicine Hat,Alberta,NOVA Gas Transmission Ltd.,Closed,50.08985,-110.72397,,Natural Gas - Sweet,Gas,No,2012,Equipment Failure,Maintenance
INC2012-067,Fire,2012-05-28,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34678,-116.87308,,Not Applicable,Not Applicable,No,2012,External Interference,Maintenance
INC2012-068,Release of Substance,2012-05-30,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36666,-119.75241,,Natural Gas - Sweet,Gas,No,2012,Corrosion and Cracking,"Maintenance, Standards and Procedures"
INC2012-069,Operation Beyond Design Limits,2012-05-31,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96051,-116.46002,,Not Applicable,Not Applicable,No,2012,Incorrect Operation,Maintenance
INC2012-080,Explosion,2012-06-28,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,56.46368,-112.84413,,Not Applicable,Not Applicable,No,2012,Defect and Deterioration,"Maintenance, Standards and Procedures"
INC2012-084,Explosion,2012-07-04,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34676,-116.87305,,Not Applicable,Not Applicable,No,2012,Defect and Deterioration,"Maintenance, Standards and Procedures"
INC2012-086,Release of Substance,2012-07-11,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83015,-118.64728,5.0,Natural Gas - Sweet,Gas,No,2012,Corrosion and Cracking,Maintenance
INC2012-088,Fire,2012-02-02,Rocky Mountain House,Alberta,NOVA Gas Transmission Ltd.,Closed,52.50498,-115.48418,,Not Applicable,Not Applicable,No,2012,Incorrect Operation,Human Factors
INC2012-090,Explosion,2012-07-16,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36127,-119.75155,,Not Applicable,Not Applicable,No,2012,Defect and Deterioration,"Maintenance, Standards and Procedures"
INC2012-093,Explosion,2012-07-26,Lodgepole,Alberta,NOVA Gas Transmission Ltd.,Closed,53.03778,-115.27248,,Not Applicable,Not Applicable,No,2012,Defect and Deterioration,"Maintenance, Standards and Procedures"
INC2012-106,Fire,2012-08-16,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,58.48217,-119.92404,,Not Applicable,Not Applicable,No,2012,External Interference,Standards and Procedures
INC2012-128,"Explosion, Fire",2012-09-21,Drayton Valley,Alberta,NOVA Gas Transmission Ltd.,Closed,52.93315,-114.88072,,Not Applicable,Not Applicable,No,2012,Defect and Deterioration,"Maintenance, Standards and Procedures"
INC2012-134,Operation Beyond Design Limits,2012-09-28,Hinton,Alberta,NOVA Gas Transmission Ltd.,Closed,53.65218,-116.09968,,Not Applicable,Not Applicable,No,2012,"External Interference, Incorrect Operation",Inadequate Supervision
INC2012-139,Operation Beyond Design Limits,2012-10-03,Hines Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,56.55718,-119.02232,,Not Applicable,Not Applicable,No,2012,Incorrect Operation,Human Factors
INC2012-140,Release of Substance,2012-10-04,Rosemary,Alberta,NOVA Gas Transmission Ltd.,Closed,50.74405,-112.06708,,Natural Gas - Sweet,Gas,No,2012,Corrosion and Cracking,Maintenance
INC2012-142,Fire,2012-10-05,Caroline,Alberta,NOVA Gas Transmission Ltd.,Closed,52.06411,-114.91249,,Not Applicable,Not Applicable,No,2012,Incorrect Operation,Human Factors
INC2012-146,Operation Beyond Design Limits,2012-10-22,Swan Hill,Alberta,NOVA Gas Transmission Ltd.,Closed,54.539693,-115.919971,,Not Applicable,Not Applicable,No,2012,Equipment Failure,Engineering and Planning
INC2012-151,Release of Substance,2012-10-29,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.04178,-114.46266,,Natural Gas - Sweet,Gas,No,2012,Equipment Failure,Maintenance
INC2012-153,Release of Substance,2012-11-01,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,54.26029388,-115.2028366,,Natural Gas - Sweet,Gas,No,2012,Equipment Failure,Maintenance
INC2012-155,Fire,2012-11-12,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36002,-119.74979,,Not Applicable,Not Applicable,No,2012,External Interference,Maintenance
INC2012-157,Release of Substance,2012-11-15,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.043732,-117.421244,,Natural Gas - Sweet,Gas,No,2012,Corrosion and Cracking,Engineering and Planning
INC2013-010,Release of Substance,2013-01-25,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.11437,-117.45693,,Natural Gas - Sweet,Gas,No,2013,Equipment Failure,Maintenance
INC2013-012,Release of Substance,2013-01-26,Whitecourt,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96046,-116.46003,,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,Maintenance
INC2013-024,Release of Substance,2013-02-10,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,57.02618,-111.69054,,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,Standards and Procedures
